,group_id,n_networks,network_id,network_path,progress_path,date,config/seed,config/train_dataset_name,config/validate_dataset_name,config/optimizer.name,config/optimizer.lr,config/unit_type,config/n_units,config/shuffle_minibatches
0,elman11_mc_2020-12-11,20,24e20_00000,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/elman11_mc_2020-12-11/network_24e20_00000.pt,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/elman11_mc_2020-12-11/progress_24e20_00000.csv,2021-11-10_23-18-53,1,MC_PC1by75_NMB400_28-02-20,MC_PC1by75_NMB400_28-02-20,Adam,0.0316867480856465,RNN,11,True
1,elman11_mc_2020-12-11,20,24e20_00001,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/elman11_mc_2020-12-11/network_24e20_00001.pt,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/elman11_mc_2020-12-11/progress_24e20_00001.csv,2021-11-10_23-18-53,1,MC_PC1by75_NMB400_28-02-20,MC_PC1by75_NMB400_28-02-20,Adam,0.0316867480856465,RNN,11,True
2,elman11_mc_2020-12-11,20,24e20_00002,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/elman11_mc_2020-12-11/network_24e20_00002.pt,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/elman11_mc_2020-12-11/progress_24e20_00002.csv,2021-11-10_23-18-53,1,MC_PC1by75_NMB400_28-02-20,MC_PC1by75_NMB400_28-02-20,Adam,0.0316867480856465,RNN,11,True
3,elman11_mc_2020-12-11,20,24e20_00003,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/elman11_mc_2020-12-11/network_24e20_00003.pt,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/elman11_mc_2020-12-11/progress_24e20_00003.csv,2021-11-10_23-18-53,1,MC_PC1by75_NMB400_28-02-20,MC_PC1by75_NMB400_28-02-20,Adam,0.0316867480856465,RNN,11,True
4,elman11_mc_2020-12-11,20,24e20_00004,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/elman11_mc_2020-12-11/network_24e20_00004.pt,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/elman11_mc_2020-12-11/progress_24e20_00004.csv,2021-11-10_23-18-53,1,MC_PC1by75_NMB400_28-02-20,MC_PC1by75_NMB400_28-02-20,Adam,0.0316867480856465,RNN,11,True
5,elman11_mc_2020-12-11,20,24e20_00005,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/elman11_mc_2020-12-11/network_24e20_00005.pt,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/elman11_mc_2020-12-11/progress_24e20_00005.csv,2021-11-10_23-18-53,1,MC_PC1by75_NMB400_28-02-20,MC_PC1by75_NMB400_28-02-20,Adam,0.0316867480856465,RNN,11,True
6,elman11_mc_2020-12-11,20,24e20_00006,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/elman11_mc_2020-12-11/network_24e20_00006.pt,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/elman11_mc_2020-12-11/progress_24e20_00006.csv,2021-11-10_23-18-53,1,MC_PC1by75_NMB400_28-02-20,MC_PC1by75_NMB400_28-02-20,Adam,0.0316867480856465,RNN,11,True
7,elman11_mc_2020-12-11,20,24e20_00007,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/elman11_mc_2020-12-11/network_24e20_00007.pt,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/elman11_mc_2020-12-11/progress_24e20_00007.csv,2021-11-10_23-18-53,1,MC_PC1by75_NMB400_28-02-20,MC_PC1by75_NMB400_28-02-20,Adam,0.0316867480856465,RNN,11,True
8,elman11_mc_2020-12-11,20,24e20_00008,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/elman11_mc_2020-12-11/network_24e20_00008.pt,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/elman11_mc_2020-12-11/progress_24e20_00008.csv,2021-11-10_23-18-53,1,MC_PC1by75_NMB400_28-02-20,MC_PC1by75_NMB400_28-02-20,Adam,0.0316867480856465,RNN,11,True
9,elman11_mc_2020-12-11,20,24e20_00009,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/elman11_mc_2020-12-11/network_24e20_00009.pt,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/elman11_mc_2020-12-11/progress_24e20_00009.csv,2021-11-10_23-18-53,1,MC_PC1by75_NMB400_28-02-20,MC_PC1by75_NMB400_28-02-20,Adam,0.0316867480856465,RNN,11,True
